ticker,timestamp,price,volume,action
AAPL,2024-08-24 16:21:08,220.34,2460,BUY
AAPL,2024-08-24 16:20:15,231.91,3163,SELL
AAPL,2024-08-24 16:19:36,221.4,9376,BUY
AAPL,2024-08-24 16:19:17,217.48,1018,SELL
AAPL,2024-08-24 16:18:17,223.4,5508,BUY
AAPL,2024-08-24 16:17:35,223.15,7164,SELL
AAPL,2024-08-24 16:17:12,221.06,8370,BUY
AAPL,2024-08-24 16:16:34,234.42,5286,BUY
AAPL,2024-08-24 16:15:57,236.48,648,SELL
AAPL,2024-08-24 16:15:43,229.77,8979,BUY
AAPL,2024-08-24 16:15:11,216.58,6947,SELL
AAPL,2024-08-24 16:14:37,222.12,9054,BUY
AAPL,2024-08-24 16:14:09,227.64,9495,SELL
AAPL,2024-08-24 16:13:36,227.78,2308,BUY
AAPL,2024-08-24 16:13:30,236.19,5297,SELL
AAPL,2024-08-24 16:13:17,222.83,7742,SELL
AAPL,2024-08-24 16:12:18,232.96,9560,BUY
AAPL,2024-08-24 16:12:00,234.51,6258,SELL
AAPL,2024-08-24 16:11:19,218.31,1478,BUY
AAPL,2024-08-24 16:10:31,237.94,1467,BUY
AAPL,2024-08-24 16:09:51,222.76,1039,BUY
AAPL,2024-08-24 16:09:23,237.64,4973,SELL
AAPL,2024-08-24 16:08:59,237.32,6077,BUY
AAPL,2024-08-24 16:08:08,224.78,8148,BUY
AAPL,2024-08-24 16:08:06,230.11,7135,BUY
AAPL,2024-08-24 16:07:33,216.87,5089,SELL
AAPL,2024-08-24 16:06:54,235.7,1549,SELL
AAPL,2024-08-24 16:05:59,236.36,400,SELL
AAPL,2024-08-24 16:05:15,227.19,7927,BUY
AAPL,2024-08-24 16:04:41,232.83,2020,SELL
AAPL,2024-08-24 16:04:03,235.74,1824,SELL
AAPL,2024-08-24 16:03:57,224.46,6143,SELL
AAPL,2024-08-24 16:03:31,221.61,7224,BUY
AAPL,2024-08-24 16:02:41,234.39,2575,SELL
AAPL,2024-08-24 16:01:56,222.11,1215,SELL
AAPL,2024-08-24 16:01:54,228.83,3847,SELL
AAPL,2024-08-24 16:00:58,233.23,7818,SELL
AAPL,2024-08-24 16:00:33,216.36,2705,BUY
AAPL,2024-08-24 15:59:57,233.12,9690,BUY
AAPL,2024-08-24 15:59:38,228.86,317,BUY
AAPL,2024-08-24 15:58:44,219.02,1345,SELL
AAPL,2024-08-24 15:58:07,226.0,5493,SELL
AAPL,2024-08-24 15:57:44,219.06,1644,BUY
AAPL,2024-08-24 15:57:23,236.79,2566,BUY
MSFT,2024-08-24 16:48:14,403.51,5508,BUY
MSFT,2024-08-24 16:47:18,433.18,2126,BUY
MSFT,2024-08-24 16:46:28,429.55,7357,BUY
MSFT,2024-08-24 16:45:42,405.47,4628,BUY
MSFT,2024-08-24 16:44:53,436.26,3567,BUY
MSFT,2024-08-24 16:44:30,424.74,5809,BUY
MSFT,2024-08-24 16:44:00,401.21,5295,BUY
MSFT,2024-08-24 16:43:39,418.78,1166,BUY
MSFT,2024-08-24 16:43:18,398.48,7564,BUY
MSFT,2024-08-24 16:42:48,416.14,6370,BUY
MSFT,2024-08-24 16:41:59,413.88,8429,SELL
MSFT,2024-08-24 16:41:41,404.14,1943,BUY
MSFT,2024-08-24 16:41:29,400.25,9390,SELL
MSFT,2024-08-24 16:40:39,416.58,5784,SELL
MSFT,2024-08-24 16:39:43,431.79,3987,BUY
MSFT,2024-08-24 16:38:59,415.08,588,BUY
MSFT,2024-08-24 16:38:31,405.86,141,BUY
MSFT,2024-08-24 16:37:38,399.14,7066,BUY
MSFT,2024-08-24 16:37:03,410.49,3777,BUY
MSFT,2024-08-24 16:36:49,408.39,438,BUY
MSFT,2024-08-24 16:35:51,418.42,3030,SELL
MSFT,2024-08-24 16:35:18,407.24,2186,SELL
MSFT,2024-08-24 16:35:05,400.05,1086,SELL
MSFT,2024-08-24 16:34:57,422.75,7106,BUY
MSFT,2024-08-24 16:34:40,420.24,4176,BUY
MSFT,2024-08-24 16:34:35,415.13,1434,BUY
MSFT,2024-08-24 16:34:31,399.49,1548,BUY
MSFT,2024-08-24 16:34:06,417.3,5448,BUY
MSFT,2024-08-24 16:33:47,430.0,5590,BUY
MSFT,2024-08-24 16:33:38,412.49,7790,BUY
MSFT,2024-08-24 16:33:17,433.71,3458,SELL
MSFT,2024-08-24 16:32:35,424.05,9204,SELL
MSFT,2024-08-24 16:32:20,397.89,3526,SELL
MSFT,2024-08-24 16:32:02,422.14,3186,BUY
MSFT,2024-08-24 16:31:58,403.63,8121,SELL
MSFT,2024-08-24 16:31:44,398.0,9775,BUY
MSFT,2024-08-24 16:30:51,422.38,1114,SELL
MSFT,2024-08-24 16:30:49,407.82,739,BUY
MSFT,2024-08-24 16:30:14,420.86,358,BUY
MSFT,2024-08-24 16:29:35,400.71,4236,SELL
MSFT,2024-08-24 16:29:21,428.59,6728,BUY
MSFT,2024-08-24 16:29:06,404.78,1382,SELL
MSFT,2024-08-24 16:28:53,427.66,1793,BUY
MSFT,2024-08-24 16:28:14,417.76,5823,BUY
MSFT,2024-08-24 16:28:07,411.75,1918,SELL
MSFT,2024-08-24 16:27:08,413.53,7081,SELL
MSFT,2024-08-24 16:26:21,397.67,2243,SELL
MSFT,2024-08-24 16:25:33,413.66,8680,BUY
MSFT,2024-08-24 16:25:29,435.42,4083,SELL
MSFT,2024-08-24 16:24:53,397.94,7663,SELL
MSFT,2024-08-24 16:24:49,402.16,6052,SELL
MSFT,2024-08-24 16:24:12,416.13,5134,SELL
MSFT,2024-08-24 16:24:11,426.8,6703,SELL
MSFT,2024-08-24 16:23:21,414.71,2785,BUY
MSFT,2024-08-24 16:22:26,430.15,690,BUY
MSFT,2024-08-24 16:22:06,430.06,1938,BUY
MSFT,2024-08-24 16:21:23,397.79,7157,BUY
MSFT,2024-08-24 16:21:08,403.8,5656,SELL
MSFT,2024-08-24 16:20:26,434.89,4594,SELL
MSFT,2024-08-24 16:19:33,428.72,4842,SELL
MSFT,2024-08-24 16:19:14,414.72,9477,SELL
MSFT,2024-08-24 16:18:32,419.41,4182,BUY
MSFT,2024-08-24 16:17:50,403.62,339,SELL
MSFT,2024-08-24 16:17:31,426.53,196,BUY
MSFT,2024-08-24 16:17:10,401.19,9006,SELL
MSFT,2024-08-24 16:16:53,412.58,402,SELL
MSFT,2024-08-24 16:16:43,425.39,8968,BUY
MSFT,2024-08-24 16:16:18,425.66,9614,SELL
MSFT,2024-08-24 16:15:37,400.81,9810,BUY
MSFT,2024-08-24 16:15:29,403.93,4173,SELL
MSFT,2024-08-24 16:15:00,432.89,2633,BUY
MSFT,2024-08-24 16:14:18,396.31,2752,BUY
MSFT,2024-08-24 16:14:16,397.27,1515,BUY
MSFT,2024-08-24 16:14:15,409.8,2975,SELL
MSFT,2024-08-24 16:13:33,403.57,4454,SELL
MSFT,2024-08-24 16:12:45,410.37,4696,SELL
MSFT,2024-08-24 16:11:49,416.52,6209,BUY
MSFT,2024-08-24 16:11:35,420.45,5733,SELL
MSFT,2024-08-24 16:10:55,434.43,5323,BUY
MSFT,2024-08-24 16:10:39,406.52,3089,BUY
MSFT,2024-08-24 16:10:12,414.18,7819,BUY
MSFT,2024-08-24 16:10:07,435.6,8405,BUY
MSFT,2024-08-24 16:09:31,420.07,106,SELL
MSFT,2024-08-24 16:08:35,399.1,1066,BUY
MSFT,2024-08-24 16:08:26,433.34,9131,BUY
MSFT,2024-08-24 16:08:10,399.94,4869,SELL
MSFT,2024-08-24 16:07:25,421.23,4629,SELL
MSFT,2024-08-24 16:07:16,419.55,6252,SELL
MSFT,2024-08-24 16:07:07,405.6,7050,SELL
MSFT,2024-08-24 16:06:24,429.69,3657,BUY
MSFT,2024-08-24 16:06:20,403.85,8142,SELL
MSFT,2024-08-24 16:05:34,436.56,4481,BUY
MSFT,2024-08-24 16:05:28,421.98,6752,BUY
MSFT,2024-08-24 16:04:45,404.53,1948,BUY
MSFT,2024-08-24 16:04:07,429.46,9236,SELL
MSFT,2024-08-24 16:03:44,415.19,3169,BUY
MSFT,2024-08-24 16:03:32,421.71,2527,BUY
MSFT,2024-08-24 16:03:04,408.0,9429,SELL
MSFT,2024-08-24 16:02:54,416.17,5617,BUY
MSFT,2024-08-24 16:02:08,418.74,7561,SELL
GOOGL,2024-08-24 16:48:14,160.93,3178,BUY
GOOGL,2024-08-24 16:48:09,158.67,8024,BUY
GOOGL,2024-08-24 16:47:34,167.68,1904,BUY
GOOGL,2024-08-24 16:46:34,171.61,8308,BUY
GOOGL,2024-08-24 16:46:24,162.34,7971,BUY
GOOGL,2024-08-24 16:45:34,161.74,3579,BUY
GOOGL,2024-08-24 16:44:49,165.36,835,BUY
GOOGL,2024-08-24 16:43:57,169.04,2311,BUY
GOOGL,2024-08-24 16:43:17,161.48,6816,BUY
GOOGL,2024-08-24 16:42:50,162.8,970,SELL
GOOGL,2024-08-24 16:42:38,164.77,5164,BUY
GOOGL,2024-08-24 16:42:00,170.97,7405,SELL
GOOGL,2024-08-24 16:41:18,160.82,7526,SELL
GOOGL,2024-08-24 16:41:03,169.42,8887,BUY
GOOGL,2024-08-24 16:40:49,163.66,9841,BUY
GOOGL,2024-08-24 16:40:24,166.89,3297,BUY
GOOGL,2024-08-24 16:39:46,169.63,2260,BUY
GOOGL,2024-08-24 16:38:51,167.3,3701,BUY
GOOGL,2024-08-24 16:38:14,171.66,7996,SELL
GOOGL,2024-08-24 16:37:35,158.06,7709,SELL
GOOGL,2024-08-24 16:37:33,171.44,9120,BUY
GOOGL,2024-08-24 16:37:20,172.62,3584,SELL
GOOGL,2024-08-24 16:36:52,166.12,3864,BUY
GOOGL,2024-08-24 16:36:05,172.36,1633,BUY
GOOGL,2024-08-24 16:36:03,158.05,5788,BUY
GOOGL,2024-08-24 16:35:59,165.63,9377,BUY
GOOGL,2024-08-24 16:35:19,167.29,9487,SELL
GOOGL,2024-08-24 16:35:12,172.98,4545,BUY
GOOGL,2024-08-24 16:34:15,173.11,4858,BUY
GOOGL,2024-08-24 16:33:21,172.54,445,SELL
GOOGL,2024-08-24 16:33:03,165.95,6931,SELL
GOOGL,2024-08-24 16:32:33,171.4,86,BUY
GOOGL,2024-08-24 16:31:33,164.76,5131,SELL
GOOGL,2024-08-24 16:30:53,163.06,1690,SELL
GOOGL,2024-08-24 16:30:33,166.43,6137,SELL
GOOGL,2024-08-24 16:29:38,169.28,6413,BUY
GOOGL,2024-08-24 16:29:32,159.99,9300,SELL
GOOGL,2024-08-24 16:28:56,170.79,6943,SELL
GOOGL,2024-08-24 16:28:19,168.48,9089,SELL
GOOGL,2024-08-24 16:28:12,168.9,9081,SELL
GOOGL,2024-08-24 16:27:47,166.16,9581,BUY
GOOGL,2024-08-24 16:27:28,158.37,5964,BUY
GOOGL,2024-08-24 16:26:38,160.03,3308,SELL
GOOGL,2024-08-24 16:26:23,169.81,5067,SELL
GOOGL,2024-08-24 16:25:51,158.61,4852,BUY
GOOGL,2024-08-24 16:24:55,160.7,3564,BUY
GOOGL,2024-08-24 16:24:33,173.5,3669,BUY
GOOGL,2024-08-24 16:24:08,168.58,9321,BUY
GOOGL,2024-08-24 16:23:24,168.14,8141,BUY
GOOGL,2024-08-24 16:22:31,165.52,5171,BUY
GOOGL,2024-08-24 16:22:26,157.91,8029,BUY
GOOGL,2024-08-24 16:21:59,170.93,2724,SELL
GOOGL,2024-08-24 16:21:21,172.09,7271,BUY
GOOGL,2024-08-24 16:20:27,167.45,516,SELL
GOOGL,2024-08-24 16:19:59,166.41,5167,SELL
GOOGL,2024-08-24 16:19:47,167.3,663,BUY
GOOGL,2024-08-24 16:19:23,170.79,2923,BUY
GOOGL,2024-08-24 16:19:22,160.95,9324,SELL
GOOGL,2024-08-24 16:18:36,164.95,6661,BUY
GOOGL,2024-08-24 16:18:11,157.34,9395,SELL
GOOGL,2024-08-24 16:17:23,162.29,1868,BUY
GOOGL,2024-08-24 16:17:21,158.75,2546,BUY
GOOGL,2024-08-24 16:17:05,160.26,8950,BUY
GOOGL,2024-08-24 16:17:00,159.42,2970,BUY
GOOGL,2024-08-24 16:16:47,165.38,5685,BUY
GOOGL,2024-08-24 16:16:15,158.97,8998,BUY
GOOGL,2024-08-24 16:15:58,160.15,4931,BUY
GOOGL,2024-08-24 16:15:04,161.54,5889,BUY
GOOGL,2024-08-24 16:14:08,169.74,1568,BUY
GOOGL,2024-08-24 16:14:04,160.78,9696,SELL
GOOGL,2024-08-24 16:13:15,162.11,4226,BUY
GOOGL,2024-08-24 16:12:25,167.42,6687,BUY
GOOGL,2024-08-24 16:11:38,163.54,4493,SELL
GOOGL,2024-08-24 16:11:17,172.82,8784,SELL
GOOGL,2024-08-24 16:11:03,159.63,2933,SELL
GOOGL,2024-08-24 16:10:11,172.01,4597,SELL
GOOGL,2024-08-24 16:10:07,170.21,1108,BUY
GOOGL,2024-08-24 16:09:49,162.79,9090,SELL
GOOGL,2024-08-24 16:09:19,159.8,6976,BUY
GOOGL,2024-08-24 16:08:42,168.27,3324,BUY
GOOGL,2024-08-24 16:08:22,171.13,8773,SELL
GOOGL,2024-08-24 16:07:24,171.79,6795,SELL
GOOGL,2024-08-24 16:07:12,170.66,1539,SELL
GOOGL,2024-08-24 16:06:28,163.09,9818,SELL
GOOGL,2024-08-24 16:06:05,170.71,1219,SELL
GOOGL,2024-08-24 16:06:03,169.78,2268,SELL
GOOGL,2024-08-24 16:05:30,161.96,9943,BUY
GOOGL,2024-08-24 16:04:51,171.95,225,SELL
GOOGL,2024-08-24 16:04:01,167.94,7111,BUY
GOOGL,2024-08-24 16:03:44,165.56,7325,SELL
GOOGL,2024-08-24 16:03:43,167.11,7734,SELL
GOOGL,2024-08-24 16:02:47,167.03,5055,BUY
GOOGL,2024-08-24 16:02:02,172.36,5449,SELL
GOOGL,2024-08-24 16:01:27,170.49,7537,BUY
GOOGL,2024-08-24 16:01:04,172.74,8792,BUY
GOOGL,2024-08-24 16:00:19,166.71,2337,BUY
GOOGL,2024-08-24 15:59:36,170.39,8007,BUY
GOOGL,2024-08-24 15:59:06,164.08,4758,SELL
GOOGL,2024-08-24 15:58:53,171.69,4605,SELL
GOOGL,2024-08-24 15:58:38,164.94,7262,BUY
AMZN,2024-08-24 16:48:14,178.09,677,SELL
AMZN,2024-08-24 16:48:11,178.65,4682,BUY
AMZN,2024-08-24 16:47:45,177.37,1881,BUY
AMZN,2024-08-24 16:47:26,171.39,7844,BUY
AMZN,2024-08-24 16:47:07,184.49,9704,SELL
AMZN,2024-08-24 16:46:25,182.63,4480,BUY
AMZN,2024-08-24 16:46:01,182.27,9894,SELL
AMZN,2024-08-24 16:45:07,174.11,9443,SELL
AMZN,2024-08-24 16:44:46,168.73,623,SELL
AMZN,2024-08-24 16:44:09,180.32,4619,SELL
AMZN,2024-08-24 16:43:53,171.14,8525,BUY
AMZN,2024-08-24 16:43:43,180.37,5510,BUY
AMZN,2024-08-24 16:43:14,174.94,9569,SELL
AMZN,2024-08-24 16:42:26,171.38,1088,BUY
AMZN,2024-08-24 16:41:32,178.92,6281,SELL
AMZN,2024-08-24 16:41:27,182.83,8418,SELL
AMZN,2024-08-24 16:40:36,184.71,347,SELL
AMZN,2024-08-24 16:39:54,182.85,6094,BUY
AMZN,2024-08-24 16:39:33,171.56,1762,SELL
AMZN,2024-08-24 16:38:50,185.83,8006,BUY
AMZN,2024-08-24 16:38:43,178.11,7624,SELL
AMZN,2024-08-24 16:38:38,168.78,6002,SELL
AMZN,2024-08-24 16:37:38,182.15,9041,BUY
AMZN,2024-08-24 16:36:46,173.17,1046,SELL
AMZN,2024-08-24 16:35:59,168.55,4349,BUY
AMZN,2024-08-24 16:35:35,178.31,422,BUY
AMZN,2024-08-24 16:34:59,168.56,4154,SELL
AMZN,2024-08-24 16:34:52,172.75,801,BUY
AMZN,2024-08-24 16:33:59,179.32,4743,SELL
AMZN,2024-08-24 16:33:27,185.38,5366,SELL
AMZN,2024-08-24 16:32:29,170.54,1681,BUY
AMZN,2024-08-24 16:32:16,170.16,4096,SELL
AMZN,2024-08-24 16:32:03,170.23,2540,SELL
AMZN,2024-08-24 16:31:31,184.81,5891,BUY
AMZN,2024-08-24 16:31:04,173.33,9151,BUY
AMZN,2024-08-24 16:30:56,179.6,2497,SELL
AMZN,2024-08-24 16:30:00,182.94,295,BUY
AMZN,2024-08-24 16:29:55,181.45,1073,BUY
AMZN,2024-08-24 16:29:02,185.85,3816,SELL
AMZN,2024-08-24 16:28:23,176.02,5668,SELL
AMZN,2024-08-24 16:27:36,168.65,4620,SELL
AMZN,2024-08-24 16:27:24,169.02,4029,BUY
AMZN,2024-08-24 16:26:40,170.87,2408,BUY
AMZN,2024-08-24 16:25:43,175.14,662,BUY
AMZN,2024-08-24 16:24:53,170.49,2738,BUY
AMZN,2024-08-24 16:24:29,178.89,2042,SELL
AMZN,2024-08-24 16:23:43,169.87,7699,SELL
AMZN,2024-08-24 16:23:30,169.7,4575,BUY
AMZN,2024-08-24 16:22:32,182.13,2777,BUY
AMZN,2024-08-24 16:22:05,172.65,8280,SELL
AMZN,2024-08-24 16:21:09,176.15,4279,SELL
AMZN,2024-08-24 16:20:49,180.04,4407,SELL
AMZN,2024-08-24 16:20:00,182.99,9456,SELL
AMZN,2024-08-24 16:19:01,181.05,3409,BUY
AMZN,2024-08-24 16:18:43,179.45,1050,BUY
AMZN,2024-08-24 16:18:32,168.61,7324,BUY
AMZN,2024-08-24 16:18:28,185.21,5301,SELL
AMZN,2024-08-24 16:17:56,168.84,2165,BUY
AMZN,2024-08-24 16:17:32,172.91,4248,SELL
AMZN,2024-08-24 16:17:19,177.59,9098,SELL
AMZN,2024-08-24 16:17:09,181.12,6819,SELL
AMZN,2024-08-24 16:16:17,174.94,1980,BUY
AMZN,2024-08-24 16:16:09,178.13,422,SELL
AMZN,2024-08-24 16:15:57,178.84,6564,BUY
AMZN,2024-08-24 16:15:43,170.73,885,SELL
AMZN,2024-08-24 16:14:52,175.77,6376,SELL
AMZN,2024-08-24 16:14:35,177.61,1903,BUY
AMZN,2024-08-24 16:14:27,185.16,1312,SELL
AMZN,2024-08-24 16:13:40,178.28,7713,BUY
AMZN,2024-08-24 16:13:02,178.17,8032,BUY
AMZN,2024-08-24 16:13:01,173.12,9605,SELL
AMZN,2024-08-24 16:12:07,175.65,3653,SELL
AMZN,2024-08-24 16:11:26,182.78,7162,BUY
AMZN,2024-08-24 16:10:45,179.1,181,SELL
AMZN,2024-08-24 16:10:44,172.94,8542,BUY
AMZN,2024-08-24 16:09:55,182.43,2180,BUY
AMZN,2024-08-24 16:08:59,174.21,5232,SELL
AMZN,2024-08-24 16:08:45,182.16,5388,BUY
AMZN,2024-08-24 16:08:41,179.5,3429,BUY
AMZN,2024-08-24 16:08:20,168.89,320,BUY
AMZN,2024-08-24 16:08:17,176.32,9681,BUY
AMZN,2024-08-24 16:07:18,175.4,3444,BUY
AMZN,2024-08-24 16:06:24,177.99,4637,SELL
AMZN,2024-08-24 16:05:42,172.91,458,SELL
AMZN,2024-08-24 16:05:12,177.32,6973,BUY
AMZN,2024-08-24 16:04:17,185.22,9021,SELL
AMZN,2024-08-24 16:04:04,170.46,7728,BUY
AMZN,2024-08-24 16:04:02,184.66,1897,SELL
AMZN,2024-08-24 16:03:55,180.22,1862,SELL
AMZN,2024-08-24 16:03:02,174.85,7410,SELL
AMZN,2024-08-24 16:02:16,180.91,7104,BUY
AMZN,2024-08-24 16:01:52,179.44,3791,BUY
AMZN,2024-08-24 16:01:41,179.33,2086,SELL
AMZN,2024-08-24 16:01:30,172.03,3572,SELL
AMZN,2024-08-24 16:00:47,172.32,8291,BUY
AMZN,2024-08-24 16:00:17,177.15,2350,BUY
AMZN,2024-08-24 16:00:16,182.6,8754,BUY
AMZN,2024-08-24 16:00:03,182.06,6922,BUY
AMZN,2024-08-24 15:59:16,182.08,7709,BUY
AMZN,2024-08-24 15:58:30,173.68,5081,BUY
TSLA,2024-08-24 16:48:14,219.94,7144,SELL
TSLA,2024-08-24 16:47:28,212.3,3421,SELL
TSLA,2024-08-24 16:46:45,226.8,4214,SELL
TSLA,2024-08-24 16:46:24,228.73,5564,BUY
TSLA,2024-08-24 16:45:24,212.9,3390,SELL
TSLA,2024-08-24 16:45:23,219.18,3682,SELL
TSLA,2024-08-24 16:44:23,224.14,7961,SELL
TSLA,2024-08-24 16:44:05,230.04,694,BUY
TSLA,2024-08-24 16:43:50,227.27,8116,BUY
TSLA,2024-08-24 16:43:26,215.17,1099,BUY
TSLA,2024-08-24 16:43:03,221.49,3596,BUY
TSLA,2024-08-24 16:42:36,213.93,919,BUY
TSLA,2024-08-24 16:41:40,217.71,7778,SELL
TSLA,2024-08-24 16:41:39,213.2,3502,BUY
TSLA,2024-08-24 16:40:49,227.78,849,BUY
TSLA,2024-08-24 16:39:50,212.95,8279,BUY
TSLA,2024-08-24 16:39:25,215.64,904,SELL
TSLA,2024-08-24 16:39:21,219.2,21,BUY
TSLA,2024-08-24 16:38:40,212.78,4021,BUY
TSLA,2024-08-24 16:38:26,220.09,7900,SELL
TSLA,2024-08-24 16:38:05,227.36,4077,SELL
TSLA,2024-08-24 16:37:46,219.23,6389,BUY
TSLA,2024-08-24 16:37:02,229.21,997,SELL
TSLA,2024-08-24 16:36:45,220.96,6926,BUY
TSLA,2024-08-24 16:36:14,229.0,7581,SELL
TSLA,2024-08-24 16:36:08,211.69,8066,BUY
TSLA,2024-08-24 16:35:17,225.64,6795,SELL
TSLA,2024-08-24 16:34:42,222.9,1324,BUY
TSLA,2024-08-24 16:34:14,210.32,4591,BUY
TSLA,2024-08-24 16:33:22,221.42,5832,BUY
TSLA,2024-08-24 16:32:36,216.36,4358,BUY
TSLA,2024-08-24 16:32:17,221.44,6219,BUY
TSLA,2024-08-24 16:32:13,214.49,2023,SELL
TSLA,2024-08-24 16:32:00,211.36,1945,SELL
TSLA,2024-08-24 16:31:33,215.27,8344,SELL
TSLA,2024-08-24 16:31:13,226.86,2046,SELL
TSLA,2024-08-24 16:31:10,216.68,8629,SELL
TSLA,2024-08-24 16:30:17,211.99,6873,BUY
TSLA,2024-08-24 16:29:31,224.21,4527,SELL
TSLA,2024-08-24 16:29:07,209.54,1130,SELL
TSLA,2024-08-24 16:28:31,212.56,5618,BUY
TSLA,2024-08-24 16:28:27,229.97,2753,SELL
TSLA,2024-08-24 16:27:31,229.68,7221,BUY
TSLA,2024-08-24 16:27:08,230.17,9423,SELL
TSLA,2024-08-24 16:26:47,209.53,8380,BUY
TSLA,2024-08-24 16:26:32,216.45,9792,SELL
TSLA,2024-08-24 16:26:06,210.24,8701,SELL
TSLA,2024-08-24 16:25:34,213.38,8415,BUY
TSLA,2024-08-24 16:24:49,223.32,5441,SELL
TSLA,2024-08-24 16:24:07,215.17,6435,BUY
TSLA,2024-08-24 16:23:27,212.28,4007,SELL
TSLA,2024-08-24 16:23:23,224.28,6770,SELL
TSLA,2024-08-24 16:22:46,228.1,130,SELL
TSLA,2024-08-24 16:22:08,212.75,7450,SELL
TSLA,2024-08-24 16:22:06,222.14,964,BUY
TSLA,2024-08-24 16:21:46,209.99,8745,SELL
TSLA,2024-08-24 16:20:49,216.56,1723,SELL
TSLA,2024-08-24 16:20:33,219.07,4039,SELL
TSLA,2024-08-24 16:20:02,210.05,4289,BUY
TSLA,2024-08-24 16:19:35,220.11,2509,SELL
TSLA,2024-08-24 16:18:48,225.94,5026,BUY
TSLA,2024-08-24 16:18:44,222.36,9250,BUY
TSLA,2024-08-24 16:18:33,212.3,6411,SELL
TSLA,2024-08-24 16:18:08,224.7,1458,BUY
TSLA,2024-08-24 16:17:25,214.67,4430,SELL
TSLA,2024-08-24 16:17:10,227.56,3525,BUY
TSLA,2024-08-24 16:16:15,228.98,283,SELL
TSLA,2024-08-24 16:15:56,226.1,4602,SELL
TSLA,2024-08-24 16:15:17,228.32,6013,SELL
TSLA,2024-08-24 16:15:12,228.16,8281,SELL
TSLA,2024-08-24 16:14:58,229.73,7131,SELL
TSLA,2024-08-24 16:14:33,221.57,2162,BUY
TSLA,2024-08-24 16:14:09,210.24,3023,SELL
TSLA,2024-08-24 16:13:56,211.43,8685,SELL
TSLA,2024-08-24 16:13:36,230.65,5008,BUY
TSLA,2024-08-24 16:12:59,218.32,6598,BUY
TSLA,2024-08-24 16:12:21,223.09,1695,SELL
TSLA,2024-08-24 16:12:10,225.14,2949,SELL
TSLA,2024-08-24 16:11:51,217.31,9048,SELL
